iteration,1,2,3
953,29035,26041,24508
954,29033,26037,24538
955,29032,25999,24561
956,29028,25983,24551
957,29021,25973,24541
958,29017,25963,24568
959,29006,25946,24558
960,28999,25937,24573
961,28991,25927,24577
962,28982,25945,24597
963,28979,25938,24591
964,28977,25918,24609
965,28969,25907,24601
966,28964,25902,24602
967,28957,25860,24592
968,28946,25850,24582
969,28940,25875,24581
970,28929,25887,24570
971,28922,25876,24551
972,28909,25873,24525
973,28897,25874,24507
974,28879,25858,24494
975,28870,25869,24491
976,28859,25860,24462
977,28844,25835,24481
978,28826,25834,24490
979,28799,25862,24498
980,28787,25855,24447
981,28767,25892,24419
982,28748,25894,24452
983,28725,25942,24457
984,28703,25954,24457
985,28688,25958,24436
986,28666,25943,24464
987,28650,25955,24470
988,28630,25946,24449
989,28610,25943,24487
990,28597,25902,24472
991,28566,25967,24489
992,28540,25942,24607
993,28517,25930,24618
994,28502,25954,24630
995,28483,25943,24638
996,28459,25935,24612
997,28436,25980,24635
998,28417,26012,24641
999,28398,26035,24671
1000,28370,26057,24689
